# An edibble: 2,400 x 5
       participant   block    trial     selection       interface
           <U(12)> <U(60)> <U(240)>      <U(~2k)>          <T(4)>
             <chr>   <chr>    <chr>         <chr>           <chr>
1087 participant06 block28 trial109 selection1087        touchpad
1088 participant06 block28 trial109 selection1088        touchpad
1089 participant06 block28 trial109 selection1089        touchpad
1090 participant06 block28 trial109 selection1090        touchpad
1091 participant06 block28 trial110 selection1091        airmouse
1092 participant06 block28 trial110 selection1092        airmouse
1093 participant06 block28 trial110 selection1093        airmouse
1094 participant06 block28 trial110 selection1094        airmouse
1095 participant06 block28 trial110 selection1095        airmouse
1096 participant06 block28 trial110 selection1096        airmouse
1097 participant06 block28 trial110 selection1097        airmouse
1098 participant06 block28 trial110 selection1098        airmouse
1099 participant06 block28 trial110 selection1099        airmouse
1100 participant06 block28 trial110 selection1100        airmouse
1101 participant06 block28 trial111 selection1101 mouseringdouble
1102 participant06 block28 trial111 selection1102 mouseringdouble
1103 participant06 block28 trial111 selection1103 mouseringdouble
1104 participant06 block28 trial111 selection1104 mouseringdouble
1105 participant06 block28 trial111 selection1105 mouseringdouble
1106 participant06 block28 trial111 selection1106 mouseringdouble
1107 participant06 block28 trial111 selection1107 mouseringdouble
1108 participant06 block28 trial111 selection1108 mouseringdouble
1109 participant06 block28 trial111 selection1109 mouseringdouble
1110 participant06 block28 trial111 selection1110 mouseringdouble
1111 participant06 block28 trial112 selection1111 mouseringsingle
1112 participant06 block28 trial112 selection1112 mouseringsingle
1113 participant06 block28 trial112 selection1113 mouseringsingle
1114 participant06 block28 trial112 selection1114 mouseringsingle
1115 participant06 block28 trial112 selection1115 mouseringsingle
1116 participant06 block28 trial112 selection1116 mouseringsingle
1117 participant06 block28 trial112 selection1117 mouseringsingle
1118 participant06 block28 trial112 selection1118 mouseringsingle
1119 participant06 block28 trial112 selection1119 mouseringsingle
1120 participant06 block28 trial112 selection1120 mouseringsingle
1121 participant06 block29 trial113 selection1121        touchpad
1122 participant06 block29 trial113 selection1122        touchpad
1123 participant06 block29 trial113 selection1123        touchpad
1124 participant06 block29 trial113 selection1124        touchpad
1125 participant06 block29 trial113 selection1125        touchpad
1126 participant06 block29 trial113 selection1126        touchpad
1127 participant06 block29 trial113 selection1127        touchpad
1128 participant06 block29 trial113 selection1128        touchpad
1129 participant06 block29 trial113 selection1129        touchpad
1130 participant06 block29 trial113 selection1130        touchpad
1131 participant06 block29 trial114 selection1131 mouseringdouble
1132 participant06 block29 trial114 selection1132 mouseringdouble
1133 participant06 block29 trial114 selection1133 mouseringdouble
1134 participant06 block29 trial114 selection1134 mouseringdouble
1135 participant06 block29 trial114 selection1135 mouseringdouble
1136 participant06 block29 trial114 selection1136 mouseringdouble
1137 participant06 block29 trial114 selection1137 mouseringdouble
1138 participant06 block29 trial114 selection1138 mouseringdouble
1139 participant06 block29 trial114 selection1139 mouseringdouble
1140 participant06 block29 trial114 selection1140 mouseringdouble
1141 participant06 block29 trial115 selection1141 mouseringsingle
1142 participant06 block29 trial115 selection1142 mouseringsingle
1143 participant06 block29 trial115 selection1143 mouseringsingle
1144 participant06 block29 trial115 selection1144 mouseringsingle
1145 participant06 block29 trial115 selection1145 mouseringsingle
1146 participant06 block29 trial115 selection1146 mouseringsingle
1147 participant06 block29 trial115 selection1147 mouseringsingle
1148 participant06 block29 trial115 selection1148 mouseringsingle
1149 participant06 block29 trial115 selection1149 mouseringsingle
1150 participant06 block29 trial115 selection1150 mouseringsingle
1151 participant06 block29 trial116 selection1151        airmouse
1152 participant06 block29 trial116 selection1152        airmouse
1153 participant06 block29 trial116 selection1153        airmouse
1154 participant06 block29 trial116 selection1154        airmouse
1155 participant06 block29 trial116 selection1155        airmouse
1156 participant06 block29 trial116 selection1156        airmouse
1157 participant06 block29 trial116 selection1157        airmouse
1158 participant06 block29 trial116 selection1158        airmouse
1159 participant06 block29 trial116 selection1159        airmouse
1160 participant06 block29 trial116 selection1160        airmouse
1161 participant06 block30 trial117 selection1161        airmouse
1162 participant06 block30 trial117 selection1162        airmouse
1163 participant06 block30 trial117 selection1163        airmouse
1164 participant06 block30 trial117 selection1164        airmouse
1165 participant06 block30 trial117 selection1165        airmouse
1166 participant06 block30 trial117 selection1166        airmouse
1167 participant06 block30 trial117 selection1167        airmouse
1168 participant06 block30 trial117 selection1168        airmouse
1169 participant06 block30 trial117 selection1169        airmouse
1170 participant06 block30 trial117 selection1170        airmouse
1171 participant06 block30 trial118 selection1171 mouseringdouble
1172 participant06 block30 trial118 selection1172 mouseringdouble
1173 participant06 block30 trial118 selection1173 mouseringdouble
1174 participant06 block30 trial118 selection1174 mouseringdouble
1175 participant06 block30 trial118 selection1175 mouseringdouble
1176 participant06 block30 trial118 selection1176 mouseringdouble
1177 participant06 block30 trial118 selection1177 mouseringdouble
1178 participant06 block30 trial118 selection1178 mouseringdouble
1179 participant06 block30 trial118 selection1179 mouseringdouble
1180 participant06 block30 trial118 selection1180 mouseringdouble
1181 participant06 block30 trial119 selection1181 mouseringsingle
1182 participant06 block30 trial119 selection1182 mouseringsingle
1183 participant06 block30 trial119 selection1183 mouseringsingle
1184 participant06 block30 trial119 selection1184 mouseringsingle
1185 participant06 block30 trial119 selection1185 mouseringsingle
1186 participant06 block30 trial119 selection1186 mouseringsingle
1187 participant06 block30 trial119 selection1187 mouseringsingle
1188 participant06 block30 trial119 selection1188 mouseringsingle
1189 participant06 block30 trial119 selection1189 mouseringsingle
1190 participant06 block30 trial119 selection1190 mouseringsingle
1191 participant06 block30 trial120 selection1191        touchpad
1192 participant06 block30 trial120 selection1192        touchpad
1193 participant06 block30 trial120 selection1193        touchpad
1194 participant06 block30 trial120 selection1194        touchpad
1195 participant06 block30 trial120 selection1195        touchpad
1196 participant06 block30 trial120 selection1196        touchpad
1197 participant06 block30 trial120 selection1197        touchpad
1198 participant06 block30 trial120 selection1198        touchpad
1199 participant06 block30 trial120 selection1199        touchpad
1200 participant06 block30 trial120 selection1200        touchpad
1201 participant07 block31 trial121 selection1201 mouseringdouble
1202 participant07 block31 trial121 selection1202 mouseringdouble
1203 participant07 block31 trial121 selection1203 mouseringdouble
1204 participant07 block31 trial121 selection1204 mouseringdouble
1205 participant07 block31 trial121 selection1205 mouseringdouble
1206 participant07 block31 trial121 selection1206 mouseringdouble
1207 participant07 block31 trial121 selection1207 mouseringdouble
1208 participant07 block31 trial121 selection1208 mouseringdouble
1209 participant07 block31 trial121 selection1209 mouseringdouble
1210 participant07 block31 trial121 selection1210 mouseringdouble
1211 participant07 block31 trial122 selection1211        airmouse
1212 participant07 block31 trial122 selection1212        airmouse
1213 participant07 block31 trial122 selection1213        airmouse
1214 participant07 block31 trial122 selection1214        airmouse
1215 participant07 block31 trial122 selection1215        airmouse
1216 participant07 block31 trial122 selection1216        airmouse
1217 participant07 block31 trial122 selection1217        airmouse
1218 participant07 block31 trial122 selection1218        airmouse
1219 participant07 block31 trial122 selection1219        airmouse
1220 participant07 block31 trial122 selection1220        airmouse
1221 participant07 block31 trial123 selection1221        touchpad
1222 participant07 block31 trial123 selection1222        touchpad
1223 participant07 block31 trial123 selection1223        touchpad
1224 participant07 block31 trial123 selection1224        touchpad
1225 participant07 block31 trial123 selection1225        touchpad
1226 participant07 block31 trial123 selection1226        touchpad
1227 participant07 block31 trial123 selection1227        touchpad
1228 participant07 block31 trial123 selection1228        touchpad
1229 participant07 block31 trial123 selection1229        touchpad
1230 participant07 block31 trial123 selection1230        touchpad
1231 participant07 block31 trial124 selection1231 mouseringsingle
1232 participant07 block31 trial124 selection1232 mouseringsingle
1233 participant07 block31 trial124 selection1233 mouseringsingle
1234 participant07 block31 trial124 selection1234 mouseringsingle
1235 participant07 block31 trial124 selection1235 mouseringsingle
1236 participant07 block31 trial124 selection1236 mouseringsingle
1237 participant07 block31 trial124 selection1237 mouseringsingle
1238 participant07 block31 trial124 selection1238 mouseringsingle
1239 participant07 block31 trial124 selection1239 mouseringsingle
1240 participant07 block31 trial124 selection1240 mouseringsingle
1241 participant07 block32 trial125 selection1241        touchpad
1242 participant07 block32 trial125 selection1242        touchpad
1243 participant07 block32 trial125 selection1243        touchpad
1244 participant07 block32 trial125 selection1244        touchpad
1245 participant07 block32 trial125 selection1245        touchpad
1246 participant07 block32 trial125 selection1246        touchpad
1247 participant07 block32 trial125 selection1247        touchpad
1248 participant07 block32 trial125 selection1248        touchpad
1249 participant07 block32 trial125 selection1249        touchpad
1250 participant07 block32 trial125 selection1250        touchpad
1251 participant07 block32 trial126 selection1251        airmouse
1252 participant07 block32 trial126 selection1252        airmouse
1253 participant07 block32 trial126 selection1253        airmouse
1254 participant07 block32 trial126 selection1254        airmouse
1255 participant07 block32 trial126 selection1255        airmouse
1256 participant07 block32 trial126 selection1256        airmouse
1257 participant07 block32 trial126 selection1257        airmouse
1258 participant07 block32 trial126 selection1258        airmouse
1259 participant07 block32 trial126 selection1259        airmouse
1260 participant07 block32 trial126 selection1260        airmouse
1261 participant07 block32 trial127 selection1261 mouseringsingle
1262 participant07 block32 trial127 selection1262 mouseringsingle
1263 participant07 block32 trial127 selection1263 mouseringsingle
1264 participant07 block32 trial127 selection1264 mouseringsingle
1265 participant07 block32 trial127 selection1265 mouseringsingle
1266 participant07 block32 trial127 selection1266 mouseringsingle
1267 participant07 block32 trial127 selection1267 mouseringsingle
1268 participant07 block32 trial127 selection1268 mouseringsingle
1269 participant07 block32 trial127 selection1269 mouseringsingle
1270 participant07 block32 trial127 selection1270 mouseringsingle
1271 participant07 block32 trial128 selection1271 mouseringdouble
1272 participant07 block32 trial128 selection1272 mouseringdouble
1273 participant07 block32 trial128 selection1273 mouseringdouble
1274 participant07 block32 trial128 selection1274 mouseringdouble
1275 participant07 block32 trial128 selection1275 mouseringdouble
1276 participant07 block32 trial128 selection1276 mouseringdouble
1277 participant07 block32 trial128 selection1277 mouseringdouble
1278 participant07 block32 trial128 selection1278 mouseringdouble
1279 participant07 block32 trial128 selection1279 mouseringdouble
1280 participant07 block32 trial128 selection1280 mouseringdouble
1281 participant07 block33 trial129 selection1281 mouseringdouble
1282 participant07 block33 trial129 selection1282 mouseringdouble
1283 participant07 block33 trial129 selection1283 mouseringdouble
1284 participant07 block33 trial129 selection1284 mouseringdouble
1285 participant07 block33 trial129 selection1285 mouseringdouble
1286 participant07 block33 trial129 selection1286 mouseringdouble
1287 participant07 block33 trial129 selection1287 mouseringdouble
1288 participant07 block33 trial129 selection1288 mouseringdouble
1289 participant07 block33 trial129 selection1289 mouseringdouble
1290 participant07 block33 trial129 selection1290 mouseringdouble
1291 participant07 block33 trial130 selection1291        airmouse
1292 participant07 block33 trial130 selection1292        airmouse
1293 participant07 block33 trial130 selection1293        airmouse
1294 participant07 block33 trial130 selection1294        airmouse
1295 participant07 block33 trial130 selection1295        airmouse
1296 participant07 block33 trial130 selection1296        airmouse
1297 participant07 block33 trial130 selection1297        airmouse
1298 participant07 block33 trial130 selection1298        airmouse
1299 participant07 block33 trial130 selection1299        airmouse
1300 participant07 block33 trial130 selection1300        airmouse
1301 participant07 block33 trial131 selection1301 mouseringsingle
1302 participant07 block33 trial131 selection1302 mouseringsingle
1303 participant07 block33 trial131 selection1303 mouseringsingle
1304 participant07 block33 trial131 selection1304 mouseringsingle
1305 participant07 block33 trial131 selection1305 mouseringsingle
1306 participant07 block33 trial131 selection1306 mouseringsingle
1307 participant07 block33 trial131 selection1307 mouseringsingle
1308 participant07 block33 trial131 selection1308 mouseringsingle
1309 participant07 block33 trial131 selection1309 mouseringsingle
1310 participant07 block33 trial131 selection1310 mouseringsingle
1311 participant07 block33 trial132 selection1311        touchpad
1312 participant07 block33 trial132 selection1312        touchpad
1313 participant07 block33 trial132 selection1313        touchpad
1314 participant07 block33 trial132 selection1314        touchpad
1315 participant07 block33 trial132 selection1315        touchpad
1316 participant07 block33 trial132 selection1316        touchpad
1317 participant07 block33 trial132 selection1317        touchpad
1318 participant07 block33 trial132 selection1318        touchpad
1319 participant07 block33 trial132 selection1319        touchpad
1320 participant07 block33 trial132 selection1320        touchpad
1321 participant07 block34 trial133 selection1321        airmouse
1322 participant07 block34 trial133 selection1322        airmouse
1323 participant07 block34 trial133 selection1323        airmouse
1324 participant07 block34 trial133 selection1324        airmouse
1325 participant07 block34 trial133 selection1325        airmouse
1326 participant07 block34 trial133 selection1326        airmouse
1327 participant07 block34 trial133 selection1327        airmouse
1328 participant07 block34 trial133 selection1328        airmouse
1329 participant07 block34 trial133 selection1329        airmouse
1330 participant07 block34 trial133 selection1330        airmouse
1331 participant07 block34 trial134 selection1331 mouseringsingle
1332 participant07 block34 trial134 selection1332 mouseringsingle
1333 participant07 block34 trial134 selection1333 mouseringsingle
1334 participant07 block34 trial134 selection1334 mouseringsingle
1335 participant07 block34 trial134 selection1335 mouseringsingle
1336 participant07 block34 trial134 selection1336 mouseringsingle
1337 participant07 block34 trial134 selection1337 mouseringsingle
1338 participant07 block34 trial134 selection1338 mouseringsingle
1339 participant07 block34 trial134 selection1339 mouseringsingle
1340 participant07 block34 trial134 selection1340 mouseringsingle
1341 participant07 block34 trial135 selection1341 mouseringdouble
1342 participant07 block34 trial135 selection1342 mouseringdouble
1343 participant07 block34 trial135 selection1343 mouseringdouble
1344 participant07 block34 trial135 selection1344 mouseringdouble
1345 participant07 block34 trial135 selection1345 mouseringdouble
1346 participant07 block34 trial135 selection1346 mouseringdouble
1347 participant07 block34 trial135 selection1347 mouseringdouble
1348 participant07 block34 trial135 selection1348 mouseringdouble
1349 participant07 block34 trial135 selection1349 mouseringdouble
1350 participant07 block34 trial135 selection1350 mouseringdouble
1351 participant07 block34 trial136 selection1351        touchpad
1352 participant07 block34 trial136 selection1352        touchpad
1353 participant07 block34 trial136 selection1353        touchpad
1354 participant07 block34 trial136 selection1354        touchpad
1355 participant07 block34 trial136 selection1355        touchpad
1356 participant07 block34 trial136 selection1356        touchpad
1357 participant07 block34 trial136 selection1357        touchpad
1358 participant07 block34 trial136 selection1358        touchpad
1359 participant07 block34 trial136 selection1359        touchpad
1360 participant07 block34 trial136 selection1360        touchpad
1361 participant07 block35 trial137 selection1361 mouseringsingle
1362 participant07 block35 trial137 selection1362 mouseringsingle
1363 participant07 block35 trial137 selection1363 mouseringsingle
1364 participant07 block35 trial137 selection1364 mouseringsingle
1365 participant07 block35 trial137 selection1365 mouseringsingle
1366 participant07 block35 trial137 selection1366 mouseringsingle
1367 participant07 block35 trial137 selection1367 mouseringsingle
1368 participant07 block35 trial137 selection1368 mouseringsingle
1369 participant07 block35 trial137 selection1369 mouseringsingle
1370 participant07 block35 trial137 selection1370 mouseringsingle
1371 participant07 block35 trial138 selection1371 mouseringdouble
1372 participant07 block35 trial138 selection1372 mouseringdouble
1373 participant07 block35 trial138 selection1373 mouseringdouble
1374 participant07 block35 trial138 selection1374 mouseringdouble
1375 participant07 block35 trial138 selection1375 mouseringdouble
1376 participant07 block35 trial138 selection1376 mouseringdouble
1377 participant07 block35 trial138 selection1377 mouseringdouble
1378 participant07 block35 trial138 selection1378 mouseringdouble
1379 participant07 block35 trial138 selection1379 mouseringdouble
1380 participant07 block35 trial138 selection1380 mouseringdouble
1381 participant07 block35 trial139 selection1381        airmouse
1382 participant07 block35 trial139 selection1382        airmouse
1383 participant07 block35 trial139 selection1383        airmouse
1384 participant07 block35 trial139 selection1384        airmouse
1385 participant07 block35 trial139 selection1385        airmouse
1386 participant07 block35 trial139 selection1386        airmouse
1387 participant07 block35 trial139 selection1387        airmouse
1388 participant07 block35 trial139 selection1388        airmouse
1389 participant07 block35 trial139 selection1389        airmouse
1390 participant07 block35 trial139 selection1390        airmouse
1391 participant07 block35 trial140 selection1391        touchpad
1392 participant07 block35 trial140 selection1392        touchpad
1393 participant07 block35 trial140 selection1393        touchpad
1394 participant07 block35 trial140 selection1394        touchpad
1395 participant07 block35 trial140 selection1395        touchpad
1396 participant07 block35 trial140 selection1396        touchpad
1397 participant07 block35 trial140 selection1397        touchpad
1398 participant07 block35 trial140 selection1398        touchpad
1399 participant07 block35 trial140 selection1399        touchpad
1400 participant07 block35 trial140 selection1400        touchpad
1401 participant08 block36 trial141 selection1401        touchpad
1402 participant08 block36 trial141 selection1402        touchpad
1403 participant08 block36 trial141 selection1403        touchpad
1404 participant08 block36 trial141 selection1404        touchpad
1405 participant08 block36 trial141 selection1405        touchpad
1406 participant08 block36 trial141 selection1406        touchpad
1407 participant08 block36 trial141 selection1407        touchpad
1408 participant08 block36 trial141 selection1408        touchpad
1409 participant08 block36 trial141 selection1409        touchpad
1410 participant08 block36 trial141 selection1410        touchpad
1411 participant08 block36 trial142 selection1411 mouseringdouble
1412 participant08 block36 trial142 selection1412 mouseringdouble
1413 participant08 block36 trial142 selection1413 mouseringdouble
1414 participant08 block36 trial142 selection1414 mouseringdouble
1415 participant08 block36 trial142 selection1415 mouseringdouble
1416 participant08 block36 trial142 selection1416 mouseringdouble
1417 participant08 block36 trial142 selection1417 mouseringdouble
1418 participant08 block36 trial142 selection1418 mouseringdouble
1419 participant08 block36 trial142 selection1419 mouseringdouble
1420 participant08 block36 trial142 selection1420 mouseringdouble
1421 participant08 block36 trial143 selection1421 mouseringsingle
1422 participant08 block36 trial143 selection1422 mouseringsingle
1423 participant08 block36 trial143 selection1423 mouseringsingle
1424 participant08 block36 trial143 selection1424 mouseringsingle
1425 participant08 block36 trial143 selection1425 mouseringsingle
1426 participant08 block36 trial143 selection1426 mouseringsingle
1427 participant08 block36 trial143 selection1427 mouseringsingle
1428 participant08 block36 trial143 selection1428 mouseringsingle
1429 participant08 block36 trial143 selection1429 mouseringsingle
1430 participant08 block36 trial143 selection1430 mouseringsingle
1431 participant08 block36 trial144 selection1431        airmouse
1432 participant08 block36 trial144 selection1432        airmouse
1433 participant08 block36 trial144 selection1433        airmouse
1434 participant08 block36 trial144 selection1434        airmouse
1435 participant08 block36 trial144 selection1435        airmouse
1436 participant08 block36 trial144 selection1436        airmouse
1437 participant08 block36 trial144 selection1437        airmouse
1438 participant08 block36 trial144 selection1438        airmouse
1439 participant08 block36 trial144 selection1439        airmouse
1440 participant08 block36 trial144 selection1440        airmouse
1441 participant08 block37 trial145 selection1441        airmouse
1442 participant08 block37 trial145 selection1442        airmouse
1443 participant08 block37 trial145 selection1443        airmouse
1444 participant08 block37 trial145 selection1444        airmouse
1445 participant08 block37 trial145 selection1445        airmouse
1446 participant08 block37 trial145 selection1446        airmouse
1447 participant08 block37 trial145 selection1447        airmouse
1448 participant08 block37 trial145 selection1448        airmouse
1449 participant08 block37 trial145 selection1449        airmouse
1450 participant08 block37 trial145 selection1450        airmouse
1451 participant08 block37 trial146 selection1451        touchpad
1452 participant08 block37 trial146 selection1452        touchpad
1453 participant08 block37 trial146 selection1453        touchpad
1454 participant08 block37 trial146 selection1454        touchpad
1455 participant08 block37 trial146 selection1455        touchpad
1456 participant08 block37 trial146 selection1456        touchpad
1457 participant08 block37 trial146 selection1457        touchpad
1458 participant08 block37 trial146 selection1458        touchpad
1459 participant08 block37 trial146 selection1459        touchpad
1460 participant08 block37 trial146 selection1460        touchpad
1461 participant08 block37 trial147 selection1461 mouseringsingle
1462 participant08 block37 trial147 selection1462 mouseringsingle
1463 participant08 block37 trial147 selection1463 mouseringsingle
1464 participant08 block37 trial147 selection1464 mouseringsingle
1465 participant08 block37 trial147 selection1465 mouseringsingle
1466 participant08 block37 trial147 selection1466 mouseringsingle
1467 participant08 block37 trial147 selection1467 mouseringsingle
1468 participant08 block37 trial147 selection1468 mouseringsingle
1469 participant08 block37 trial147 selection1469 mouseringsingle
1470 participant08 block37 trial147 selection1470 mouseringsingle
1471 participant08 block37 trial148 selection1471 mouseringdouble
1472 participant08 block37 trial148 selection1472 mouseringdouble
1473 participant08 block37 trial148 selection1473 mouseringdouble
1474 participant08 block37 trial148 selection1474 mouseringdouble
1475 participant08 block37 trial148 selection1475 mouseringdouble
1476 participant08 block37 trial148 selection1476 mouseringdouble
1477 participant08 block37 trial148 selection1477 mouseringdouble
1478 participant08 block37 trial148 selection1478 mouseringdouble
1479 participant08 block37 trial148 selection1479 mouseringdouble
1480 participant08 block37 trial148 selection1480 mouseringdouble
1481 participant08 block38 trial149 selection1481        airmouse
1482 participant08 block38 trial149 selection1482        airmouse
1483 participant08 block38 trial149 selection1483        airmouse
1484 participant08 block38 trial149 selection1484        airmouse
1485 participant08 block38 trial149 selection1485        airmouse
1486 participant08 block38 trial149 selection1486        airmouse
1487 participant08 block38 trial149 selection1487        airmouse
1488 participant08 block38 trial149 selection1488        airmouse
1489 participant08 block38 trial149 selection1489        airmouse
1490 participant08 block38 trial149 selection1490        airmouse
1491 participant08 block38 trial150 selection1491        touchpad
1492 participant08 block38 trial150 selection1492        touchpad
1493 participant08 block38 trial150 selection1493        touchpad
1494 participant08 block38 trial150 selection1494        touchpad
1495 participant08 block38 trial150 selection1495        touchpad
1496 participant08 block38 trial150 selection1496        touchpad
1497 participant08 block38 trial150 selection1497        touchpad
1498 participant08 block38 trial150 selection1498        touchpad
1499 participant08 block38 trial150 selection1499        touchpad
1500 participant08 block38 trial150 selection1500        touchpad
1501 participant08 block38 trial151 selection1501 mouseringdouble
1502 participant08 block38 trial151 selection1502 mouseringdouble
1503 participant08 block38 trial151 selection1503 mouseringdouble
1504 participant08 block38 trial151 selection1504 mouseringdouble
1505 participant08 block38 trial151 selection1505 mouseringdouble
1506 participant08 block38 trial151 selection1506 mouseringdouble
1507 participant08 block38 trial151 selection1507 mouseringdouble
1508 participant08 block38 trial151 selection1508 mouseringdouble
1509 participant08 block38 trial151 selection1509 mouseringdouble
1510 participant08 block38 trial151 selection1510 mouseringdouble
1511 participant08 block38 trial152 selection1511 mouseringsingle
1512 participant08 block38 trial152 selection1512 mouseringsingle
1513 participant08 block38 trial152 selection1513 mouseringsingle
1514 participant08 block38 trial152 selection1514 mouseringsingle
1515 participant08 block38 trial152 selection1515 mouseringsingle
1516 participant08 block38 trial152 selection1516 mouseringsingle
1517 participant08 block38 trial152 selection1517 mouseringsingle
1518 participant08 block38 trial152 selection1518 mouseringsingle
1519 participant08 block38 trial152 selection1519 mouseringsingle
1520 participant08 block38 trial152 selection1520 mouseringsingle
1521 participant08 block39 trial153 selection1521 mouseringsingle
1522 participant08 block39 trial153 selection1522 mouseringsingle
1523 participant08 block39 trial153 selection1523 mouseringsingle
1524 participant08 block39 trial153 selection1524 mouseringsingle
1525 participant08 block39 trial153 selection1525 mouseringsingle
1526 participant08 block39 trial153 selection1526 mouseringsingle
1527 participant08 block39 trial153 selection1527 mouseringsingle
1528 participant08 block39 trial153 selection1528 mouseringsingle
1529 participant08 block39 trial153 selection1529 mouseringsingle
1530 participant08 block39 trial153 selection1530 mouseringsingle
1531 participant08 block39 trial154 selection1531        touchpad
1532 participant08 block39 trial154 selection1532        touchpad
1533 participant08 block39 trial154 selection1533        touchpad
1534 participant08 block39 trial154 selection1534        touchpad
1535 participant08 block39 trial154 selection1535        touchpad
1536 participant08 block39 trial154 selection1536        touchpad
1537 participant08 block39 trial154 selection1537        touchpad
1538 participant08 block39 trial154 selection1538        touchpad
1539 participant08 block39 trial154 selection1539        touchpad
1540 participant08 block39 trial154 selection1540        touchpad
1541 participant08 block39 trial155 selection1541 mouseringdouble
1542 participant08 block39 trial155 selection1542 mouseringdouble
1543 participant08 block39 trial155 selection1543 mouseringdouble
1544 participant08 block39 trial155 selection1544 mouseringdouble
1545 participant08 block39 trial155 selection1545 mouseringdouble
1546 participant08 block39 trial155 selection1546 mouseringdouble
1547 participant08 block39 trial155 selection1547 mouseringdouble
1548 participant08 block39 trial155 selection1548 mouseringdouble
1549 participant08 block39 trial155 selection1549 mouseringdouble
1550 participant08 block39 trial155 selection1550 mouseringdouble
1551 participant08 block39 trial156 selection1551        airmouse
1552 participant08 block39 trial156 selection1552        airmouse
1553 participant08 block39 trial156 selection1553        airmouse
1554 participant08 block39 trial156 selection1554        airmouse
1555 participant08 block39 trial156 selection1555        airmouse
1556 participant08 block39 trial156 selection1556        airmouse
1557 participant08 block39 trial156 selection1557        airmouse
1558 participant08 block39 trial156 selection1558        airmouse
1559 participant08 block39 trial156 selection1559        airmouse
1560 participant08 block39 trial156 selection1560        airmouse
1561 participant08 block40 trial157 selection1561        airmouse
1562 participant08 block40 trial157 selection1562        airmouse
1563 participant08 block40 trial157 selection1563        airmouse
1564 participant08 block40 trial157 selection1564        airmouse
1565 participant08 block40 trial157 selection1565        airmouse
1566 participant08 block40 trial157 selection1566        airmouse
1567 participant08 block40 trial157 selection1567        airmouse
1568 participant08 block40 trial157 selection1568        airmouse
1569 participant08 block40 trial157 selection1569        airmouse
1570 participant08 block40 trial157 selection1570        airmouse
1571 participant08 block40 trial158 selection1571 mouseringsingle
1572 participant08 block40 trial158 selection1572 mouseringsingle
1573 participant08 block40 trial158 selection1573 mouseringsingle
1574 participant08 block40 trial158 selection1574 mouseringsingle
1575 participant08 block40 trial158 selection1575 mouseringsingle
1576 participant08 block40 trial158 selection1576 mouseringsingle
1577 participant08 block40 trial158 selection1577 mouseringsingle
1578 participant08 block40 trial158 selection1578 mouseringsingle
1579 participant08 block40 trial158 selection1579 mouseringsingle
1580 participant08 block40 trial158 selection1580 mouseringsingle
1581 participant08 block40 trial159 selection1581        touchpad
1582 participant08 block40 trial159 selection1582        touchpad
1583 participant08 block40 trial159 selection1583        touchpad
1584 participant08 block40 trial159 selection1584        touchpad
1585 participant08 block40 trial159 selection1585        touchpad
1586 participant08 block40 trial159 selection1586        touchpad
1587 participant08 block40 trial159 selection1587        touchpad
1588 participant08 block40 trial159 selection1588        touchpad
1589 participant08 block40 trial159 selection1589        touchpad
1590 participant08 block40 trial159 selection1590        touchpad
1591 participant08 block40 trial160 selection1591 mouseringdouble
1592 participant08 block40 trial160 selection1592 mouseringdouble
1593 participant08 block40 trial160 selection1593 mouseringdouble
1594 participant08 block40 trial160 selection1594 mouseringdouble
1595 participant08 block40 trial160 selection1595 mouseringdouble
1596 participant08 block40 trial160 selection1596 mouseringdouble
1597 participant08 block40 trial160 selection1597 mouseringdouble
1598 participant08 block40 trial160 selection1598 mouseringdouble
1599 participant08 block40 trial160 selection1599 mouseringdouble
1600 participant08 block40 trial160 selection1600 mouseringdouble
1601 participant09 block41 trial161 selection1601 mouseringdouble
1602 participant09 block41 trial161 selection1602 mouseringdouble
1603 participant09 block41 trial161 selection1603 mouseringdouble
1604 participant09 block41 trial161 selection1604 mouseringdouble
1605 participant09 block41 trial161 selection1605 mouseringdouble
1606 participant09 block41 trial161 selection1606 mouseringdouble
1607 participant09 block41 trial161 selection1607 mouseringdouble
1608 participant09 block41 trial161 selection1608 mouseringdouble
1609 participant09 block41 trial161 selection1609 mouseringdouble
1610 participant09 block41 trial161 selection1610 mouseringdouble
1611 participant09 block41 trial162 selection1611 mouseringsingle
1612 participant09 block41 trial162 selection1612 mouseringsingle
1613 participant09 block41 trial162 selection1613 mouseringsingle
1614 participant09 block41 trial162 selection1614 mouseringsingle
1615 participant09 block41 trial162 selection1615 mouseringsingle
1616 participant09 block41 trial162 selection1616 mouseringsingle
1617 participant09 block41 trial162 selection1617 mouseringsingle
1618 participant09 block41 trial162 selection1618 mouseringsingle
1619 participant09 block41 trial162 selection1619 mouseringsingle
1620 participant09 block41 trial162 selection1620 mouseringsingle
1621 participant09 block41 trial163 selection1621        airmouse
1622 participant09 block41 trial163 selection1622        airmouse
1623 participant09 block41 trial163 selection1623        airmouse
1624 participant09 block41 trial163 selection1624        airmouse
1625 participant09 block41 trial163 selection1625        airmouse
1626 participant09 block41 trial163 selection1626        airmouse
1627 participant09 block41 trial163 selection1627        airmouse
1628 participant09 block41 trial163 selection1628        airmouse
1629 participant09 block41 trial163 selection1629        airmouse
1630 participant09 block41 trial163 selection1630        airmouse
